,index,Adversaire,Date,Lieu,Genre,Infos,Victoire,Score vainqueur,Score perdant,Score mi-temps vainqueur,Score mi-temps perdant,Année,Compétition
1048,?refer=match&param=1796&GET_CAT=1,GRECE,2005-09-24,BELGRADE,Championnat d'Europe,24/09/2005 à BELGRADE  (Serbie),False,67,66,29.0,30.0,2005,Championnat d'Europe 2005
1049,?refer=match&param=1797&GET_CAT=1,ESPAGNE,2005-09-25,BELGRADE,Championnat d'Europe,25/09/2005 à BELGRADE  (Serbie),True,98,68,44.0,36.0,2005,Championnat d'Europe 2005
1050,?refer=match&param=1525&GET_CAT=1,SUISSE,2006-07-17,DIVONNE LES BAINS,Amical,17/07/2006 à DIVONNE LES BAINS  (France),True,84,56,34.0,34.0,2006,Amical
1051,?refer=match&param=1526&GET_CAT=1,SENEGAL,2006-07-21,STRASBOURG,Amical,21/07/2006 à STRASBOURG  (France),True,95,58,41.0,37.0,2006,Amical
1052,?refer=match&param=1527&GET_CAT=1,LITUANIE,2006-07-22,STRASBOURG,Amical,22/07/2006 à STRASBOURG  (France),True,71,64,38.0,33.0,2006,Amical
1053,?refer=match&param=1528&GET_CAT=1,CHINE,2006-07-23,STRASBOURG,Amical,23/07/2006 à STRASBOURG  (France),True,76,57,39.0,22.0,2006,Amical
1054,?refer=match&param=1529&GET_CAT=1,ITALIE,2006-07-31,ATHENES,Amical,31/07/2006 à ATHENES  (Grèce),True,66,59,36.0,25.0,2006,Amical
1055,?refer=match&param=1530&GET_CAT=1,CROATIE,2006-08-01,ATHENES,Amical,01/08/2006 à ATHENES  (Grèce),True,76,69,39.0,31.0,2006,Amical
1056,?refer=match&param=1531&GET_CAT=1,GRECE,2006-08-02,ATHENES,Amical,02/08/2006 à ATHENES  (Grèce),False,70,56,27.0,29.0,2006,Amical
1057,?refer=match&param=1532&GET_CAT=1,ITALIE,2006-08-04,BERLIN,Amical,04/08/2006 à BERLIN  (Allemagne),False,79,65,35.0,37.0,2006,Amical
1058,?refer=match&param=1533&GET_CAT=1,TURQUIE,2006-08-05,BERLIN,Amical,05/08/2006 à BERLIN  (Allemagne),False,89,76,43.0,38.0,2006,Amical
1059,?refer=match&param=1534&GET_CAT=1,GRECE,2006-08-12,NANKIN,Amical,12/08/2006 à NANKIN  (Chine),True,72,68,35.0,36.0,2006,Amical
1060,?refer=match&param=1535&GET_CAT=1,AUSTRALIE,2006-08-13,NANKIN,Amical,13/08/2006 à NANKIN  (Chine),False,77,71,32.0,39.0,2006,Amical
1061,?refer=match&param=1536&GET_CAT=1,BRESIL,2006-08-15,NANKIN,Amical,15/08/2006 à NANKIN  (Chine),True,86,74,48.0,48.0,2006,Amical
1062,?refer=match&param=1880&GET_CAT=1,ARGENTINE,2006-08-19,SENDAI,Championnat du Monde,19/08/2006 à SENDAI  (Japon),False,80,70,44.0,33.0,2006,Championnat du Monde 2006
1063,?refer=match&param=1881&GET_CAT=1,SERBIE,2006-08-20,SENDAI,Championnat du Monde,20/08/2006 à SENDAI  (Japon),True,65,61,30.0,30.0,2006,Championnat du Monde 2006
1064,?refer=match&param=1882&GET_CAT=1,NIGERIA,2006-08-21,SENDAI,Championnat du Monde,21/08/2006 à SENDAI  (Japon),True,64,53,33.0,15.0,2006,Championnat du Monde 2006
1065,?refer=match&param=1883&GET_CAT=1,LIBAN,2006-08-23,SENDAI,Championnat du Monde,23/08/2006 à SENDAI  (Japon),False,74,73,43.0,30.0,2006,Championnat du Monde 2006
1066,?refer=match&param=1884&GET_CAT=1,VENEZUELA,2006-08-24,SENDAI,Championnat du Monde,24/08/2006 à SENDAI  (Japon),True,81,61,41.0,31.0,2006,Championnat du Monde 2006
1067,?refer=match&param=1885&GET_CAT=1,ANGOLA,2006-08-27,SAITAMA,Championnat du Monde,27/08/2006 à SAITAMA  (Japon),True,68,62,34.0,24.0,2006,Championnat du Monde 2006
1068,?refer=match&param=1886&GET_CAT=1,GRECE,2006-08-30,SAITAMA,Championnat du Monde,30/08/2006 à SAITAMA  (Japon),False,73,56,34.0,24.0,2006,Championnat du Monde 2006
1069,?refer=match&param=1887&GET_CAT=1,ALLEMAGNE,2006-08-31,SAITAMA,Championnat du Monde,31/08/2006 à SAITAMA  (Japon),True,75,73,38.0,31.0,2006,Championnat du Monde 2006
1070,?refer=match&param=1888&GET_CAT=1,TURQUIE,2006-09-02,SAITAMA,Championnat du Monde,02/09/2006 à SAITAMA  (Japon),True,64,56,35.0,20.0,2006,Championnat du Monde 2006
1071,?refer=match&param=1537&GET_CAT=1,SUISSE,2007-07-28,GENEVE,Amical,28/07/2007 à GENEVE  (Suisse),True,74,56,30.0,28.0,2007,Amical
1072,?refer=match&param=1538&GET_CAT=1,BELGIQUE,2007-08-04,AIX-LES-BAINS,Amical,04/08/2007 à AIX-LES-BAINS  (France),True,98,75,52.0,27.0,2007,Amical
1073,?refer=match&param=1539&GET_CAT=1,SERBIE,2007-08-10,STRASBOURG,Amical,10/08/2007 à STRASBOURG  (France),True,93,87,49.0,38.0,2007,Amical
1074,?refer=match&param=1540&GET_CAT=1,GRECE,2007-08-11,STRASBOURG,Amical,11/08/2007 à STRASBOURG  (France),False,74,55,38.0,25.0,2007,Amical
1075,?refer=match&param=1541&GET_CAT=1,SLOVENIE,2007-08-12,STRASBOURG,Amical,12/08/2007 à STRASBOURG  (France),True,80,60,37.0,33.0,2007,Amical
1076,?refer=match&param=1542&GET_CAT=1,PORTUGAL,2007-08-17,PARIS,Amical,17/08/2007 à PARIS  (France),True,86,64,37.0,31.0,2007,Amical
1077,?refer=match&param=1543&GET_CAT=1,REPUBLIQUE TCHEQUE,2007-08-18,PARIS,Amical,18/08/2007 à PARIS  (France),True,76,72,34.0,37.0,2007,Amical
1078,?refer=match&param=1544&GET_CAT=1,RUSSIE,2007-08-19,PARIS,Amical,19/08/2007 à PARIS  (France),True,92,56,53.0,21.0,2007,Amical
1079,?refer=match&param=1545&GET_CAT=1,SLOVENIE,2007-08-25,MARIBOR,Amical,25/08/2007 à MARIBOR  (Slovénie),True,90,87,40.0,43.0,2007,Amical
1080,?refer=match&param=1546&GET_CAT=1,ESPAGNE,2007-08-29,ALICANTE,Amical,29/08/2007 à ALICANTE  (Espagne),False,87,72,45.0,38.0,2007,Amical
1081,?refer=match&param=1798&GET_CAT=1,POLOGNE,2007-09-03,ALICANTE,Championnat d'Europe,03/09/2007 à ALICANTE  (Espagne),True,74,66,35.0,32.0,2007,Championnat d'Europe 2007
1082,?refer=match&param=1799&GET_CAT=1,ITALIE,2007-09-04,ALICANTE,Championnat d'Europe,04/09/2007 à ALICANTE  (Espagne),True,69,62,31.0,36.0,2007,Championnat d'Europe 2007
1083,?refer=match&param=1800&GET_CAT=1,SLOVENIE,2007-09-05,ALICANTE,Championnat d'Europe,05/09/2007 à ALICANTE  (Espagne),False,67,66,31.0,39.0,2007,Championnat d'Europe 2007
1084,?refer=match&param=1801&GET_CAT=1,ALLEMAGNE,2007-09-08,MADRID,Championnat d'Europe,08/09/2007 à MADRID  (Espagne),True,78,66,47.0,39.0,2007,Championnat d'Europe 2007
1085,?refer=match&param=1802&GET_CAT=1,LITUANIE,2007-09-10,MADRID,Championnat d'Europe,10/09/2007 à MADRID  (Espagne),False,88,73,48.0,32.0,2007,Championnat d'Europe 2007
1086,?refer=match&param=1803&GET_CAT=1,TURQUIE,2007-09-12,MADRID,Championnat d'Europe,12/09/2007 à MADRID  (Espagne),True,85,64,43.0,35.0,2007,Championnat d'Europe 2007
1087,?refer=match&param=1804&GET_CAT=1,RUSSIE,2007-09-13,MADRID,Championnat d'Europe,13/09/2007 à MADRID  (Espagne),False,75,71,39.0,42.0,2007,Championnat d'Europe 2007
1088,?refer=match&param=1805&GET_CAT=1,CROATIE,2007-09-15,MADRID,Championnat d'Europe,15/09/2007 à MADRID  (Espagne),False,86,69,47.0,31.0,2007,Championnat d'Europe 2007
1089,?refer=match&param=1806&GET_CAT=1,SLOVENIE,2007-09-16,MADRID,Championnat d'Europe,16/09/2007 à MADRID  (Espagne),False,88,74,36.0,40.0,2007,Championnat d'Europe 2007
1090,?refer=match&param=1547&GET_CAT=1,ISRAEL,2008-07-31,BORMIO,Amical,31/07/2008 à BORMIO  (Italie),False,84,67,41.0,35.0,2008,Amical
1091,?refer=match&param=1548&GET_CAT=1,POLOGNE,2008-08-01,BORMIO,Amical,01/08/2008 à BORMIO  (Italie),False,82,76,38.0,45.0,2008,Amical
1092,?refer=match&param=1549&GET_CAT=1,ITALIE,2008-08-02,BORMIO,Amical,02/08/2008 à BORMIO  (Italie),False,76,62,37.0,29.0,2008,Amical
1093,?refer=match&param=1550&GET_CAT=1,ITALIE,2008-08-05,BORMIO,Amical,05/08/2008 à BORMIO  (Italie),False,68,65,38.0,44.0,2008,Amical
1094,?refer=match&param=1551&GET_CAT=1,FINLANDE,2008-08-15,STRASBOURG,Amical,15/08/2008 à STRASBOURG  (France),False,78,76,44.0,36.0,2008,Amical
1095,?refer=match&param=1552&GET_CAT=1,REPUBLIQUE TCHEQUE,2008-08-16,STRASBOURG,Amical,16/08/2008 à STRASBOURG  (France),True,66,64,32.0,35.0,2008,Amical
1096,?refer=match&param=1553&GET_CAT=1,LETTONIE,2008-08-17,STRASBOURG,Amical,17/08/2008 à STRASBOURG  (France),True,92,66,36.0,34.0,2008,Amical
1097,?refer=match&param=1554&GET_CAT=1,GEORGIE,2008-08-25,RIGA,Amical,25/08/2008 à RIGA  (Lettonie),True,90,69,43.0,41.0,2008,Amical
1098,?refer=match&param=1555&GET_CAT=1,LETTONIE,2008-08-26,RIGA,Amical,26/08/2008 à RIGA  (Lettonie),False,84,67,39.0,33.0,2008,Amical
1099,?refer=match&param=1556&GET_CAT=1,REPUBLIQUE TCHEQUE,2008-08-27,RIGA,Amical,27/08/2008 à RIGA  (Lettonie),True,89,66,42.0,37.0,2008,Amical
1100,?refer=match&param=2049&GET_CAT=1,BELGIQUE,2008-09-03,NANCY,Qualifications Championnat d'Europe,03/09/2008 à NANCY  (France),True,82,63,34.0,33.0,2008,Qualifications Championnat d'Europe
1101,?refer=match&param=2050&GET_CAT=1,UKRAINE,2008-09-06,KIEV,Qualifications Championnat d'Europe,06/09/2008 à KIEV  (Ukraine),False,78,77,39.0,40.0,2008,Qualifications Championnat d'Europe
1102,?refer=match&param=2051&GET_CAT=1,TURQUIE,2008-09-10,ISTANBUL,Qualifications Championnat d'Europe,10/09/2008 à ISTANBUL  (Turquie),False,77,65,38.0,35.0,2008,Qualifications Championnat d'Europe
1103,?refer=match&param=2052&GET_CAT=1,BELGIQUE,2008-09-13,CHARLEROI,Qualifications Championnat d'Europe,13/09/2008 à CHARLEROI  (Belgique),True,71,65,35.0,29.0,2008,Qualifications Championnat d'Europe
1104,?refer=match&param=2053&GET_CAT=1,UKRAINE,2008-09-17,LE MANS,Qualifications Championnat d'Europe,17/09/2008 à LE MANS  (France),True,87,83,43.0,41.0,2008,Qualifications Championnat d'Europe
1105,?refer=match&param=2054&GET_CAT=1,TURQUIE,2008-09-20,LIMOGES,Qualifications Championnat d'Europe,20/09/2008 à LIMOGES  (France),False,80,78,30.0,35.0,2008,Qualifications Championnat d'Europe
1106,?refer=match&param=1557&GET_CAT=1,AUTRICHE,2009-07-24,STRASBOURG,Amical,24/07/2009 à STRASBOURG  (France),True,98,57,55.0,21.0,2009,Amical
1107,?refer=match&param=1558&GET_CAT=1,BELGIQUE,2009-07-25,STRASBOURG,Amical,25/07/2009 à STRASBOURG  (France),True,82,44,34.0,22.0,2009,Amical
1108,?refer=match&param=1559&GET_CAT=1,REPUBLIQUE TCHEQUE,2009-07-26,STRASBOURG,Amical,26/07/2009 à STRASBOURG  (France),True,84,66,45.0,33.0,2009,Amical
1109,?refer=match&param=1560&GET_CAT=1,HONGRIE,2009-07-30,PARIS,Amical,30/07/2009 à PARIS  (France),True,70,69,30.0,34.0,2009,Amical
1110,?refer=match&param=2055&GET_CAT=1,ITALIE,2009-08-05,CAGLIARI,Qualifications Championnat d'Europe,05/08/2009 à CAGLIARI  (Italie),True,80,77,35.0,29.0,2009,Qualifications Championnat d'Europe
1111,?refer=match&param=2056&GET_CAT=1,FINLANDE,2009-08-08,PAU,Qualifications Championnat d'Europe,08/08/2009 à PAU  (France),True,82,72,46.0,35.0,2009,Qualifications Championnat d'Europe
1112,?refer=match&param=2057&GET_CAT=1,ITALIE,2009-08-14,PAU,Qualifications Championnat d'Europe,14/08/2009 à PAU  (France),True,81,61,41.0,27.0,2009,Qualifications Championnat d'Europe
1113,?refer=match&param=2058&GET_CAT=1,FINLANDE,2009-08-17,VANTAA,Qualifications Championnat d'Europe,17/08/2009 à VANTAA  (Finlande),False,77,73,33.0,36.0,2009,Qualifications Championnat d'Europe
1114,?refer=match&param=2059&GET_CAT=1,BELGIQUE,2009-08-27,ANVERS,Qualifications Championnat d'Europe,27/08/2009 à ANVERS  (Belgique),False,70,66,37.0,39.0,2009,Qualifications Championnat d'Europe
1115,?refer=match&param=2060&GET_CAT=1,BELGIQUE,2009-08-30,PAU,Qualifications Championnat d'Europe,30/08/2009 à PAU  (France),True,92,54,48.0,25.0,2009,Qualifications Championnat d'Europe
1116,?refer=match&param=1807&GET_CAT=1,ALLEMAGNE,2009-09-07,GDANSK,Championnat d'Europe,07/09/2009 à GDANSK  (Pologne),True,70,65,33.0,37.0,2009,Championnat d'Europe 2009
1117,?refer=match&param=1808&GET_CAT=1,LETTONIE,2009-09-08,GDANSK,Championnat d'Europe,08/09/2009 à GDANSK  (Pologne),True,60,51,16.0,21.0,2009,Championnat d'Europe 2009
1118,?refer=match&param=1809&GET_CAT=1,RUSSIE,2009-09-09,GDANSK,Championnat d'Europe,09/09/2009 à GDANSK  (Pologne),True,69,64,34.0,35.0,2009,Championnat d'Europe 2009
1119,?refer=match&param=1810&GET_CAT=1,MACEDOINE,2009-09-11,BYDGOSZCZ,Championnat d'Europe,11/09/2009 à BYDGOSZCZ  (Pologne),True,83,57,49.0,18.0,2009,Championnat d'Europe 2009
1120,?refer=match&param=1811&GET_CAT=1,CROATIE,2009-09-13,BYDGOSZCZ,Championnat d'Europe,13/09/2009 à BYDGOSZCZ  (Pologne),True,87,79,41.0,46.0,2009,Championnat d'Europe 2009
1121,?refer=match&param=1812&GET_CAT=1,GRECE,2009-09-15,BYDGOSZCZ,Championnat d'Europe,15/09/2009 à BYDGOSZCZ  (Pologne),True,71,69,41.0,34.0,2009,Championnat d'Europe 2009
1122,?refer=match&param=1813&GET_CAT=1,ESPAGNE,2009-09-17,KATOWICE,Championnat d'Europe,17/09/2009 à KATOWICE  (Pologne),False,86,66,47.0,32.0,2009,Championnat d'Europe 2009
1123,?refer=match&param=1814&GET_CAT=1,TURQUIE,2009-09-19,KATOWICE,Championnat d'Europe,19/09/2009 à KATOWICE  (Pologne),True,80,68,32.0,43.0,2009,Championnat d'Europe 2009
1124,?refer=match&param=1815&GET_CAT=1,CROATIE,2009-09-20,KATOWICE,Championnat d'Europe,20/09/2009 à KATOWICE  (Pologne),True,69,62,34.0,24.0,2009,Championnat d'Europe 2009
1125,?refer=match&param=2132&GET_CAT=1,TUNISIE,2010-08-07,PAU,Amical,07/08/2010 à PAU  (France),True,77,44,35.0,22.0,2010,Amical
1126,?refer=match&param=2133&GET_CAT=1,CANADA,2010-08-12,TORONTO,Amical,12/08/2010 à TORONTO  (Canada),False,69,58,34.0,31.0,2010,Amical
1127,?refer=match&param=2134&GET_CAT=1,CANADA,2010-08-13,TORONTO,Amical,13/08/2010 à TORONTO  (Canada),False,85,63,47.0,25.0,2010,Amical
1128,?refer=match&param=2135&GET_CAT=1,ETATS-UNIS,2010-08-15,NEW YORK,Amical,15/08/2010 à NEW YORK  (Etats-Unis),False,86,55,39.0,30.0,2010,Amical
1129,?refer=match&param=2136&GET_CAT=1,COTE D'IVOIRE,2010-08-22,VILLEURBANNE,Amical,22/08/2010 à VILLEURBANNE  (France),True,74,66,41.0,29.0,2010,Amical
1130,?refer=match&param=2137&GET_CAT=1,AUSTRALIE,2010-08-23,VILLEURBANNE,Amical,23/08/2010 à VILLEURBANNE  (France),False,67,66,33.0,35.0,2010,Amical
1131,?refer=match&param=2138&GET_CAT=1,BRESIL,2010-08-24,VILLEURBANNE,Amical,24/08/2010 à VILLEURBANNE  (France),False,79,66,39.0,44.0,2010,Amical
1132,?refer=match&param=2142&GET_CAT=1,ESPAGNE,2010-08-28,IZMIR,Championnat du Monde,28/08/2010 à IZMIR  (Turquie),True,72,66,27.0,28.0,2010,Championnat du Monde 2010
1133,?refer=match&param=2143&GET_CAT=1,LIBAN,2010-08-29,IZMIR,Championnat du Monde,29/08/2010 à IZMIR  (Turquie),True,86,59,42.0,28.0,2010,Championnat du Monde 2010
1134,?refer=match&param=2144&GET_CAT=1,CANADA,2010-08-31,IZMIR,Championnat du Monde,31/08/2010 à IZMIR  (Turquie),True,68,63,28.0,28.0,2010,Championnat du Monde 2010
1135,?refer=match&param=2145&GET_CAT=1,LITUANIE,2010-09-01,IZMIR,Championnat du Monde,01/09/2010 à IZMIR  (Turquie),False,69,55,24.0,30.0,2010,Championnat du Monde 2010
1136,?refer=match&param=2146&GET_CAT=1,NOUVELLE ZELANDE,2010-09-02,IZMIR,Championnat du Monde,02/09/2010 à IZMIR  (Turquie),False,82,70,39.0,25.0,2010,Championnat du Monde 2010
1137,?refer=match&param=2147&GET_CAT=1,TURQUIE,2010-09-05,ISTANBUL,Championnat du Monde,05/09/2010 à ISTANBUL  (Turquie),False,95,77,43.0,28.0,2010,Championnat du Monde 2010
1138,?refer=match&param=2183&GET_CAT=1,CANADA,2011-07-26,PAU,Amical,26/07/2011 à PAU  (France),True,106,44,57.0,17.0,2011,Amical
1139,?refer=match&param=2184&GET_CAT=1,CANADA,2011-07-27,TOULOUSE,Amical,27/07/2011 à TOULOUSE  (France),True,86,69,42.0,38.0,2011,Amical
1140,?refer=match&param=2185&GET_CAT=1,ESPAGNE,2011-08-09,ALMERIA,Amical,09/08/2011 à ALMERIA  (Espagne),False,77,53,45.0,21.0,2011,Amical
1141,?refer=match&param=2186&GET_CAT=1,GRANDE-BRETAGNE,2011-08-16,LONDRES,Amical,16/08/2011 à LONDRES  (Angleterre),True,82,60,34.0,29.0,2011,Amical
1142,?refer=match&param=2187&GET_CAT=1,AUSTRALIE,2011-08-17,LONDRES,Amical,17/08/2011 à LONDRES  (Angleterre),True,71,67,37.0,32.0,2011,Amical
1143,?refer=match&param=2188&GET_CAT=1,CHINE,2011-08-18,LONDRES,Amical,18/08/2011 à LONDRES  (Angleterre),True,76,59,36.0,22.0,2011,Amical
1144,?refer=match&param=2189&GET_CAT=1,CROATIE,2011-08-20,LONDRES,Amical,20/08/2011 à LONDRES  (Angleterre),True,83,60,35.0,31.0,2011,Amical
1145,?refer=match&param=2190&GET_CAT=1,SERBIE,2011-08-21,LONDRES,Amical,21/08/2011 à LONDRES  (Angleterre),True,80,77,48.0,31.0,2011,Amical
1146,?refer=match&param=2191&GET_CAT=1,BOSNIE-HERZEGOVINE,2011-08-26,GRAVELINES,Amical,26/08/2011 à GRAVELINES  (France),True,85,60,45.0,39.0,2011,Amical
1147,?refer=match&param=2192&GET_CAT=1,BELGIQUE,2011-08-27,LIEVIN,Amical,27/08/2011 à LIEVIN  (France),True,74,44,35.0,19.0,2011,Amical
1148,?refer=match&param=2193&GET_CAT=1,LETTONIE,2011-08-31,SIAULIAI,Championnat d'Europe,31/08/2011 à SIAULIAI  (Lituanie),True,89,78,40.0,41.0,2011,Championnat d'Europe 2011
1149,?refer=match&param=2194&GET_CAT=1,ISRAEL,2011-09-01,SIAULIAI,Championnat d'Europe,01/09/2011 à SIAULIAI  (Lituanie),True,85,68,42.0,35.0,2011,Championnat d'Europe 2011
1150,?refer=match&param=2195&GET_CAT=1,ALLEMAGNE,2011-09-02,SIAULIAI,Championnat d'Europe,02/09/2011 à SIAULIAI  (Lituanie),True,76,65,29.0,28.0,2011,Championnat d'Europe 2011
1151,?refer=match&param=2196&GET_CAT=1,ITALIE,2011-09-04,SIAULIAI,Championnat d'Europe,04/09/2011 à SIAULIAI  (Lituanie),True,91,84,41.0,48.0,2011,Championnat d'Europe 2011
1152,?refer=match&param=2197&GET_CAT=1,SERBIE,2011-09-05,SIAULIAI,Championnat d'Europe,05/09/2011 à SIAULIAI  (Lituanie),True,97,96,43.0,4180.0,2011,Championnat d'Europe 2011
1153,?refer=match&param=2198&GET_CAT=1,TURQUIE,2011-09-07,VILNIUS,Championnat d'Europe,07/09/2011 à VILNIUS  (Lituanie),True,68,64,31.0,27.0,2011,Championnat d'Europe 2011
1154,?refer=match&param=2199&GET_CAT=1,LITUANIE,2011-09-09,VILNIUS,Championnat d'Europe,09/09/2011 à VILNIUS  (Lituanie),True,73,67,34.0,28.0,2011,Championnat d'Europe 2011
1155,?refer=match&param=2200&GET_CAT=1,ESPAGNE,2011-09-11,VILNIUS,Championnat d'Europe,11/09/2011 à VILNIUS  (Lituanie),False,96,69,39.0,38.0,2011,Championnat d'Europe 2011
1156,?refer=match&param=2201&GET_CAT=1,GRECE,2011-09-15,KAUNAS,Championnat d'Europe,15/09/2011 à KAUNAS  (Lituanie),True,64,56,27.0,31.0,2011,Championnat d'Europe 2011
1157,?refer=match&param=2202&GET_CAT=1,RUSSIE,2011-09-16,KAUNAS,Championnat d'Europe,16/09/2011 à KAUNAS  (Lituanie),True,79,71,39.0,34.0,2011,Championnat d'Europe 2011
1158,?refer=match&param=2203&GET_CAT=1,ESPAGNE,2011-09-18,KAUNAS,Championnat d'Europe,18/09/2011 à KAUNAS  (Lituanie),False,98,85,,,2011,Championnat d'Europe 2011
1159,?refer=match&param=2228&GET_CAT=1,ITALIE,2012-06-27,PAU,Amical,27/06/2012 à PAU  (France),True,74,54,35.0,32.0,2012,Amical
1160,?refer=match&param=2229&GET_CAT=1,ITALIE,2012-06-28,BOULAZAC,Amical,28/06/2012 à BOULAZAC  (France),True,76,62,32.0,32.0,2012,Amical
1161,?refer=match&param=2231&GET_CAT=1,COTE D'IVOIRE,2012-06-29,TOULOUSE,Amical,29/06/2012 à TOULOUSE  (France),True,74,41,42.0,17.0,2012,Amical
1162,?refer=match&param=2232&GET_CAT=1,GRANDE-BRETAGNE,2012-07-07,ORLEANS,Amical,07/07/2012 à ORLEANS  (France),True,79,74,25.0,43.0,2012,Amical
1163,?refer=match&param=2233&GET_CAT=1,ESPAGNE,2012-07-10,MADRID,Amical,10/07/2012 à MADRID  (Espagne),False,81,65,38.0,29.0,2012,Amical
1164,?refer=match&param=2234&GET_CAT=1,BELGIQUE,2012-07-12,GRAVELINES,Amical,12/07/2012 à GRAVELINES  (France),False,63,57,31.0,35.0,2012,Amical
1165,?refer=match&param=2235&GET_CAT=1,BIELORUSSIE,2012-07-13,LIEVIN,Amical,13/07/2012 à LIEVIN  (France),True,84,64,39.0,31.0,2012,Amical
1166,?refer=match&param=2236&GET_CAT=1,ESPAGNE,2012-07-15,PARIS,Amical,15/07/2012 à PARIS  (France),False,75,70,39.0,37.0,2012,Amical
1167,?refer=match&param=2237&GET_CAT=1,BRESIL,2012-07-21,STRASBOURG,Amical,21/07/2012 à STRASBOURG  (France),True,78,74,41.0,39.0,2012,Amical
1168,?refer=match&param=2238&GET_CAT=1,AUSTRALIE,2012-07-23,STRASBOURG,Amical,23/07/2012 à STRASBOURG  (France),False,69,67,40.0,30.0,2012,Amical
1169,?refer=match&param=2239&GET_CAT=1,ETATS-UNIS,2012-07-29,LONDRES,Jeux Olympiques,29/07/2012 à LONDRES  (Angleterre),False,98,71,52.0,36.0,2012,Jeux Olympiques 2012
1170,?refer=match&param=2240&GET_CAT=1,ARGENTINE,2012-07-31,LONDRES,Jeux Olympiques,31/07/2012 à LONDRES  (Angleterre),True,71,64,32.0,29.0,2012,Jeux Olympiques 2012
1171,?refer=match&param=2241&GET_CAT=1,LITUANIE,2012-08-02,LONDRES,Jeux Olympiques,02/08/2012 à LONDRES  (Angleterre),True,82,74,39.0,43.0,2012,Jeux Olympiques 2012
1172,?refer=match&param=2242&GET_CAT=1,TUNISIE,2012-08-04,LONDRES,Jeux Olympiques,04/08/2012 à LONDRES  (Angleterre),True,73,69,35.0,27.0,2012,Jeux Olympiques 2012
1173,?refer=match&param=2243&GET_CAT=1,NIGERIA,2012-08-06,LONDRES,Jeux Olympiques,06/08/2012 à LONDRES  (Angleterre),True,79,73,41.0,30.0,2012,Jeux Olympiques 2012
1174,?refer=match&param=2244&GET_CAT=1,ESPAGNE,2012-08-08,LONDRES,Jeux Olympiques,08/08/2012 à LONDRES  (Angleterre),False,66,59,37.0,34.0,2012,Jeux Olympiques 2012
1175,?refer=match&param=2263&GET_CAT=1,FINLANDE,2013-08-02,PAU,Amical,02/08/2013 à PAU  (France),True,101,93,44.0,52.0,2013,Amical
1176,?refer=match&param=2264&GET_CAT=1,ALLEMAGNE,2013-08-06,MANNHEIM,Amical,06/08/2013 à MANNHEIM  (Allemagne),True,89,84,44.0,34.0,2013,Amical
1177,?refer=match&param=2265&GET_CAT=1,ALLEMAGNE,2013-08-09,STRASBOURG,Amical,09/08/2013 à STRASBOURG  (France),True,74,66,41.0,38.0,2013,Amical
1178,?refer=match&param=2266&GET_CAT=1,CROATIE,2013-08-10,STRASBOURG,Amical,10/08/2013 à STRASBOURG  (France),True,92,60,51.0,22.0,2013,Amical
1179,?refer=match&param=2267&GET_CAT=1,GRECE,2013-08-11,STRASBOURG,Amical,11/08/2013 à STRASBOURG  (France),False,79,67,45.0,40.0,2013,Amical
1180,?refer=match&param=2268&GET_CAT=1,SERBIE,2013-08-15,ANTIBES,Amical,15/08/2013 à ANTIBES  (France),True,78,74,38.0,2569.0,2013,Amical
1181,?refer=match&param=2269&GET_CAT=1,GEORGIE,2013-08-17,ANTIBES,Amical,17/08/2013 à ANTIBES  (France),True,86,71,48.0,31.0,2013,Amical
1182,?refer=match&param=2270&GET_CAT=1,ESPAGNE,2013-08-23,MADRID,Amical,23/08/2013 à MADRID  (Espagne),False,85,76,34.0,33.0,2013,Amical
1183,?refer=match&param=2271&GET_CAT=1,ESPAGNE,2013-08-26,MONTPELLIER,Amical,26/08/2013 à MONTPELLIER  (France),False,85,84,43.0,41.0,2013,Amical
1184,?refer=match&param=2272&GET_CAT=1,SLOVENIE,2013-08-31,LJUBLJANA,Amical,31/08/2013 à LJUBLJANA  (Slovénie),True,70,65,32.0,30.0,2013,Amical
1185,?refer=match&param=2273&GET_CAT=1,ALLEMAGNE,2013-09-04,LJUBLJANA,Championnat d'Europe,04/09/2013 à LJUBLJANA  (Slovénie),False,80,74,43.0,39.0,2013,Championnat d'Europe 2013
1186,?refer=match&param=2274&GET_CAT=1,GRANDE-BRETAGNE,2013-09-05,LJUBLJANA,Championnat d'Europe,05/09/2013 à LJUBLJANA  (SlovÃ©nie),True,88,65,45.0,37.0,2013,Championnat d'Europe 2013
1187,?refer=match&param=2275&GET_CAT=1,ISRAEL,2013-09-06,LJUBLJANA,Championnat d'Europe,06/09/2013 à LJUBLJANA  (Slovénie),True,82,63,38.0,29.0,2013,Championnat d'Europe 2013
1188,?refer=match&param=2276&GET_CAT=1,UKRAINE,2013-09-08,LJUBLJANA,Championnat d'Europe,08/09/2013 à LJUBLJANA  (Slovénie),True,77,71,35.0,36.0,2013,Championnat d'Europe 2013
1189,?refer=match&param=2277&GET_CAT=1,BELGIQUE,2013-09-09,LJUBLJANA,Championnat d'Europe,09/09/2013 à LJUBLJANA  (Slovénie),True,82,65,34.0,46.0,2013,Championnat d'Europe 2013
1190,?refer=match&param=2278&GET_CAT=1,LITUANIE,2013-09-11,LJUBLJANA,Championnat d'Europe,11/09/2013 à LJUBLJANA  (Slovénie),False,76,62,32.0,27.0,2013,Championnat d'Europe 2013
